subject item word rt wordlength
30 13 hit   257  3
30 13 earlier_today   593 13
30 13 berated   280  7
30 13 the   385  3
30 13 musician.   305  9
30  9 The   282  3
30  9 dancer   321  6
30  9 who   377  3
30  9 the   369  3
30  9 shoe   385  4
30  9 that   713  4
30  9 the   249  3
30  9 bystander   209  9
30  9 had   241  3
30  9 admired   233  7
30  9 at   217  2
30  9 the   273  3
30  9 concert   265  7
30  9 had   393  3
30  9 hurt   337  4
30  9 yesterday   305  9
30  9 tipped   672  6
30  9 the   281  3
30  9 doorman.   489  8
30  7 The   378  3
30  7 pharmacist   361 10
30  7 who   193  3
30  7 the   169  3
30  7 button   193  6
30  7 that   473  4
30  7 the   161  3
30  7 stranger   153  8
30  7 had   145  3
30  7 seen   384  4
30  7 in   153  2
30  7 the   145  3
30  7 shop   393  4
30  7 questioned   161 10
30  7 the   601  3
30  7 customer.   625  9
30 10 The   274  3
30 10 artist   329  6
30 10 who   281  3
30 10 the   273  3
30 10 sportsman   297  9
30 10 that   281  4
30 10 the   289  3
30 10 guard   273  5
30 10 had   313  3
30 10 shouted_at   321 10
30 10 in   273  2
30 10 the   297  3
30 10 corridor   297  8
30 10 instructed   280 10
30 10 the   249  3
30 10 newscaster.   553 11
30 16 The   306  3
30 16 painter   305  7
30 16 who   297  3
30 16 the   305  3
30 16 musician   537  8
30 16 that   217  4
30 16 the   233  3
30 16 friend   249  6
30 16 had   273  3
30 16 liked   241  5
30 16 at   249  2
30 16 the   241  3
30 16 festival   249  8
30 16 had   249  3
30 16 disturbed   241  9
30 16 that_day   321  8
30 16 admired   457  7
30 16 the   849  3
30 16 poet.   841  5
30  2 The   298  3
30  2 mother   257  6
30  2 who   185  3
30  2 the   393  3
30  2 daughter   185  8
30  2 that   137  4
30  2 the   481  3
30  2 sister   161  6
30  2 had   169  3
30  2 found   409  5
30  2 in   169  2
30  2 the   193  3
30  2 room   273  4
30  2 greeted   225  7
30  2 the   241  3
30  2 grandmother.  1129 12
30 11 The   257  3
30 11 clerk   362  5
30 11 who   201  3
30 11 the   329  3
30 11 walking_stick   232 13
30 11 that   569  4
30 11 the   297  3
30 11 visitor   225  7
30 11 had   257  3
30 11 forgotten_about   256 15
30 11 at   297  2
30 11 the   281  3
30 11 party   273  5
30 11 annoyed   497  7
30 11 the   385  3
30 11 neighbor.  1841  9
31  4 The   410  3
31  4 trader   529  6
31  4 who   433  3
31  4 the   465  3
31  4 computer   633  8
31  4 that  1209  4
31  4 the   528  3
31  4 professor   497  9
31  4 had   497  3
31  4 hired   553  5
31  4 over   673  4
31  4 the   401  3
31  4 internet   401  8
31  4 had   449  3
31  4 confused   417  8
31  4 today   417  5
31  4 annoyed   369  7
31  4 the  2241  3
31  4 investor.   568  9
31 15 The   410  3
31 15 cousin   697  6
31 15 who   361  3
31 15 the   337  3
31 15 brother   385  7
31 15 that   369  4
31 15 the   953  3
31 15 peasant   705  7
31 15 had   561  3
31 15 described   409  9
31 15 in   433  2
31 15 great   353  5
31 15 detail   377  6
31 15 had   641  3
31 15 pleased   473  7
31 15 that_morning   552 12
31 15 hated   689  5
31 15 the   385  3
31 15 uncle.   353  6
31  9 The   466  3
31  9 dancer   497  6
31  9 who   521  3
31  9 the   473  3
31  9 singer   457  6
31  9 that  3464  4
31  9 the   504  3
31  9 bystander   513  9
31  9 had   473  3
31  9 admired   465  7
31  9 at   601  2
31  9 the   569  3
31  9 concert   409  7
31  9 tipped   337  6
31  9 the   353  3
31  9 doorman.   329  8
31  1 The   578  3
31  1 carpenter   513  9
31  1 who   593  3
31  1 the   545  3
31  1 craftsman   592  9
31  1 that   896  4
31  1 the   561  3
31  1 peasant   641  7
31  1 had  1081  3
31  1 carried  1737  7
31  1 to   464  2
31  1 the   400  3
31  1 bus-stop   473  8
31  1 supervised   528 10
31  1 the   440  3
31  1 apprentice.   513 11
31  7 The   786  3
31  7 pharmacist   849 10
31  7 who   992  3
31  7 the   993  3
31  7 optician  1889  8
31  7 that   648  4
31  7 the   489  3
31  7 stranger   529  8
31  7 had   545  3
31  7 seen   641  4
31  7 in   417  2
31  7 the   385  3
31  7 shop   329  4
31  7 had   369  3
31  7 troubled   537  8
31  7 this_afternoon   728 14
31  7 questioned   392 10
31  7 the   369  3
31  7 customer.   393  9
31  2 The   466  3
31  2 mother   497  6
31  2 who   425  3
31  2 the   505  3
31  2 gun   489  3
31  2 that   449  4
31  2 the   481  3
31  2 sister   465  6
31  2 had   401  3
31  2 found   433  5
31  2 in   433  2
31  2 the   377  3
31  2 room   377  4
31  2 greeted   401  7
31  2 the   441  3
31  2 grandmother.   681 12
31 13 The   538  3
31 13 conductor   521  9
31 13 who   449  3
31 13 the   425  3
31 13 choirmaster   753 11
31 13 that   489  4
31 13 the   529  3
31 13 worker   529  6
31 13 had   521  3
31 13 ignored   457  7
31 13 during   449  6
31 13 the   409  3
31 13 cleanup   417  7
31 13 berated   417  7
31 13 the   393  3
31 13 musician.   401  9
31  3 The   474  3
31  3 worker   457  6
31  3 who   377  3
31  3 the   433  3
31  3 tenant   377  6
31  3 that   489  4
31  3 the   417  3
31  3 foreman   377  7
31  3 had   417  3
31  3 looked_for   768 10
31  3 in   409  2
31  3 the   329  3
31  3 basement   401  8
31  3 had   361  3
31  3 injured   353  7
31  3 this_morning   472 12
31  3 questioned   432 10
31  3 the   369  3
31  3 shepherd.   441  9
31 12 The   490  3
31 12 son   618  3
31 12 who   737  3
31 12 the   745  3
31 12 loudspeaker   792 11
31 12 that  1201  4
31 12 the   792  3
31 12 teacher   529  7
31 12 had   361  3
31 12 seen   321  4
31 12 at   305  2
31 12 the   337  3
31 12 station   337  7
31 12 had   353  3
31 12 disturbed   369  9
31 12 today   457  5
31 12 visited   521  7
31 12 the   281  3
31 12 grandfather.   337 12
31  8 The   634  3
31  8 cleaner   761  7
31  8 who   809  3
31  8 the  1017  3
31  8 ball   641  4
31  8 that  1121  4
31  8 the   489  3
31  8 doctor   833  6
31  8 had   737  3
31  8 recognized   913 10
31  8 on   792  2
31  8 the   617  3
31  8 street   681  6
31  8 had   633  3
31  8 hurt   593  4
31  8 last_week   569  9
31  8 surprised   720  9
31  8 the   529  3
31  8 patient.   521  8
31 11 The   450  3
31 11 clerk   529  5
31 11 who   409  3
31 11 the   441  3
31 11 bureaucrat   361 10
31 11 that   425  4
31 11 the   417  3
31 11 visitor   409  7
31 11 had   449  3
31 11 forgotten_about   440 15
31 11 at   409  2
31 11 the   353  3
31 11 party   321  5
31 11 had   409  3
31 11 helped   313  6
31 11 that_afternoon   344 14
31 11 annoyed   328  7
31 11 the   297  3
31 11 neighbor.   321  9
31 10 The   466  3
31 10 artist   449  6
31 10 who   497  3
31 10 the   457  3
31 10 computer   465  8
31 10 that   689  4
31 10 the   737  3
31 10 guard   521  5
31 10 had   441  3
31 10 shouted_at   385 10
31 10 in   321  2
31 10 the   345  3
31 10 corridor   321  8
31 10 instructed   344 10
31 10 the   401  3
31 10 newscaster.   505 11
31 14 The   418  3
31 14 defence   417  7
31 14 who   385  3
31 14 the   369  3
31 14 knife   361  5
31 14 that   385  4
31 14 the   449  3
31 14 spy   345  3
31 14 had   377  3
31 14 looked_at   337  9
31 14 in   329  2
31 14 the   344  3
31 14 courtroom   321  9
31 14 convinced   304  9
31 14 the   328  3
31 14 judge.   393  6
31  5 The   410  3
31  5 painter   481  7
31  5 who   433  3
31  5 the   425  3
31  5 musician   576  8
31  5 that   513  4
31  5 the   537  3
31  5 father  1969  6
31  5 had   745  3
31  5 missed   521  6
31  5 by   929  2
31  5 sheer   601  5
31  5 accident   377  8
31  5 cooked_for   376 10
31  5 the   393  3
31  5 artist.   345  7
31  6 The   394  3
31  6 saxophonist   793 11
31  6 who   560  3
31  6 the   521  3
31  6 baton   713  5
31  6 that   713  4
31  6 the   457  3
31  6 conductor   385  9
31  6 had   409  3
31  6 brought_along   400 13
31  6 to   329  2
31  6 the   289  3
31  6 rehearsal   313  9
31  6 thanked   353  7
31  6 the   329  3
31  6 violinist.  1201 10
31 16 The   330  3
31 16 painter   433  7
31 16 who   537  3
31 16 the   433  3
31 16 film  1049  4
31 16 that   409  4
31 16 the   401  3
31 16 friend   329  6
31 16 had   369  3
31 16 liked   361  5
31 16 at   305  2
31 16 the   321  3
31 16 festival   249  8
31 16 had   321  3
31 16 disturbed   353  9
31 16 that_day   433  8
31 16 admired   384  7
31 16 the   417  3
31 16 poet.   385  5
32  5 The   466  3
32  5 painter   816  7
32  5 who   601  3
32  5 the   833  3
32  5 hut  1745  3
32  5 that   681  4
32  5 the   577  3
32  5 father   785  6
32  5 had   753  3
32  5 missed   785  6
32  5 by   497  2
32  5 sheer  1017  5
32  5 accident   985  8
32  5 cooked_for  2056 10
32  5 the   512  3
32  5 artist.  1041  7
32  4 The   346  3
32  4 trader   913  6
32  4 who   209  3
32  4 the   105  3
32  4 businessman   825 11
32  4 that   457  4
32  4 the   449  3
32  4 professor   729  9
32  4 had   449  3
32  4 hired  1033  5
32  4 over   425  4
32  4 the   393  3
32  4 internet   913  8
32  4 annoyed   841  7
32  4 the   553  3
32  4 investor.  1081  9
32  3 The   450  3
32  3 worker  1385  6
32  3 who   504  3
32  3 the   673  3
32  3 bucket   849  6
32  3 that   513  4
32  3 the  1097  3
32  3 foreman   833  7
32  3 had   713  3
32  3 looked_for  1209 10
32  3 in   481  2
32  3 the   433  3
32  3 basement   681  8
32  3 had   569  3
32  3 injured   393  7
32  3 this_morning  1712 12
32  3 questioned  1304 10
32  3 the   480  3
32  3 shepherd.   969  9
32 10 The   466  3
32 10 artist   657  6
32 10 who   409  3
32 10 the   473  3
32 10 sportsman  1193  9
32 10 that   632  4
32 10 the   433  3
32 10 guard   745  5
32 10 had   529  3
32 10 shouted_at  1833 10
32 10 in   537  2
32 10 the   529  3
32 10 corridor   897  8
32 10 had   577  3
32 10 annoyed  1169  7
32 10 all_day   913  7
32 10 instructed  1177 10
32 10 the   496  3
32 10 newscaster.  1257 11
32  6 The   410  3
32  6 saxophonist   145 11
32  6 who   545  3
32  6 the   337  3
32  6 trumpeter   489  9
32  6 that   465  4
32  6 the   297  3
32  6 conductor   169  9
32  6 had   553  3
32  6 brought_along  1016 13
32  6 to   369  2
32  6 the   337  3
32  6 rehearsal   393  9
32  6 had   473  3
32  6 distracted   673 10
32  6 last_evening   631 12
32  6 thanked   512  7
32  6 the   537  3
32  6 violinist.   161 10
32  2 The   290  3
32  2 mother   441  6
32  2 who   521  3
32  2 the   617  3
32  2 daughter   657  8
32  2 that   689  4
32  2 the   449  3
32  2 sister   553  6
32  2 had   481  3
32  2 found   417  5
32  2 in   401  2
32  2 the   385  3
32  2 room   377  4
32  2 had   321  3
32  2 frightened   777 10
32  2 today   433  5
32  2 greeted   481  7
32  2 the   457  3
32  2 grandmother.   905 12
32  1 The   498  3
32  1 carpenter   665  9
32  1 who   449  3
32  1 the   385  3
32  1 pillar   480  6
32  1 that   457  4
32  1 the   425  3
32  1 peasant   273  7
32  1 had   521  3
32  1 carried   473  7
32  1 to   369  2
32  1 the   345  3
32  1 bus-stop   681  8
32  1 supervised   560 10
32  1 the   504  3
32  1 apprentice.  1025 11
32 12 The   418  3
32 12 son   529  3
32 12 who   361  3
32 12 the   593  3
32 12 father   353  6
32 12 that   385  4
32 12 the   385  3
32 12 teacher   385  7
32 12 had   433  3
32 12 seen   409  4
32 12 at   337  2
32 12 the   273  3
32 12 station   417  7
32 12 visited   489  7
32 12 the   417  3
32 12 grandfather.   841 12
32 13 The   354  3
32 13 conductor   689  9
32 13 who   409  3
32 13 the   353  3
32 13 sponge   665  6
32 13 that   313  4
32 13 the   385  3
32 13 worker   457  6
32 13 had   361  3
32 13 ignored   505  7
32 13 during   401  6
32 13 the   353  3
32 13 cleanup   225  7
32 13 berated   577  7
32 13 the   409  3
32 13 musician.   505  9
32 16 The   338  3
32 16 painter   609  7
32 16 who   385  3
32 16 the   593  3
32 16 musician   689  8
32 16 that   369  4
32 16 the   369  3
32 16 friend   401  6
32 16 had   417  3
32 16 liked   377  5
32 16 at   393  2
32 16 the   401  3
32 16 festival   369  8
32 16 admired   593  7
32 16 the   617  3
32 16 poet.   633  5
32  8 The   322  3
32  8 cleaner   369  7
32  8 who   561  3
32  8 the   385  3
32  8 janitor   305  7
32  8 that   489  4
32  8 the   369  3
32  8 doctor   385  6
32  8 had   425  3
32  8 recognized   609 10
32  8 on   385  2
32  8 the   313  3
32  8 street   361  6
32  8 surprised   345  9
32  8 the   497  3
32  8 patient.   577  8
32  9 The   370  3
32  9 dancer   593  6
32  9 who   409  3
32  9 the   377  3
32  9 shoe   417  4
32  9 that   417  4
32  9 the   409  3
32  9 bystander  1729  9
32  9 had   528  3
32  9 admired   737  7
32  9 at   441  2
32  9 the   393  3
32  9 concert   753  7
32  9 tipped   785  6
32  9 the   473  3
32  9 doorman.   769  8
32 15 The   370  3
32 15 cousin   593  6
32 15 who   385  3
32 15 the   425  3
32 15 diamond   353  7
32 15 that   449  4
32 15 the   377  3
32 15 peasant   321  7
32 15 had   465  3
32 15 described   673  9
32 15 in   385  2
32 15 great   321  5
32 15 detail   417  6
32 15 had   385  3
32 15 pleased   457  7
32 15 that_morning  1280 12
32 15 hated   400  5
32 15 the   401  3
32 15 uncle.   473  6
32 14 The   426  3
32 14 defence   633  7
32 14 who   409  3
32 14 the   361  3
32 14 prosecutor   761 10
32 14 that   497  4
32 14 the   425  3
32 14 spy   353  3
32 14 had   417  3
32 14 looked_at   825  9
32 14 in   425  2
32 14 the   665  3
32 14 courtroom  1017  9
32 14 had   481  3
32 14 surprised   961  9
32 14 yesterday   656  9
32 14 convinced   656  9
32 14 the   489  3
32 14 judge.   481  6
32 11 The   370  3
32 11 clerk   505  5
32 11 who   321  3
32 11 the   409  3
32 11 walking_stick  2528 13
32 11 that   328  4
32 11 the   201  3
32 11 visitor   401  7
32 11 had   361  3
32 11 forgotten_about   897 15
32 11 at   377  2
32 11 the   353  3
32 11 party   369  5
32 11 had   369  3
32 11 helped   369  6
32 11 that_afternoon   592 14
32 11 annoyed   776  7
32 11 the   361  3
32 11 neighbor.   433  9
32  7 The   346  3
32  7 pharmacist   201 10
32  7 who   481  3
32  7 the   353  3
32  7 button   377  6
32  7 that   449  4
32  7 the   345  3
32  7 stranger   393  8
32  7 had   457  3
32  7 seen   385  4
32  7 in   377  2
32  7 the   313  3
32  7 shop   209  4
32  7 had   361  3
32  7 troubled   337  8
32  7 this_afternoon   520 14
32  7 questioned   552 10
32  7 the   424  3
32  7 customer.   425  9
33  5 The   274  3
33  5 painter   305  7
33  5 who   305  3
33  5 the   297  3
33  5 musician   297  8
33  5 that   304  4
33  5 the   401  3
33  5 father   337  6
33  5 had   353  3
33  5 missed   401  6
33  5 by   409  2
33  5 sheer   761  5
33  5 accident   369  8
33  5 had   377  3
33  5 sheltered   360  9
33  5 that_summer   368 11
33  5 cooked_for   432 10
33  5 the   424  3
33  5 artist.   945  7
33  2 The   490  3
33  2 mother   441  6
33  2 who   505  3
33  2 the   377  3
33  2 gun   393  3
33  2 that   361  4
33  2 the   473  3
33  2 sister   401  6
33  2 had   409  3
33  2 found   385  5
33  2 in   401  2
33  2 the   353  3
33  2 room   401  4
33  2 had   409  3
33  2 frightened   665 10
33  2 today   409  5
33  2 greeted   385  7
33  2 the   577  3
33  2 grandmother.   593 12
33  9 The   274  3
33  9 dancer   321  6
33  9 who   297  3
33  9 the   313  3
33  9 singer   337  6
33  9 that   425  4
33  9 the   417  3
33  9 bystander   465  9
33  9 had   449  3
33  9 admired   393  7
33  9 at   785  2
33  9 the   417  3
33  9 concert   377  7
33  9 had   361  3
33  9 hurt   377  4
33  9 yesterday   401  9
33  9 tipped   457  6
33  9 the   625  3
33  9 doorman.   537  8
33  3 The   290  3
33  3 worker   313  6
33  3 who   353  3
33  3 the   337  3
33  3 tenant   353  6
33  3 that   945  4
33  3 the   537  3
33  3 foreman   617  7
33  3 had   361  3
33  3 looked_for   856 10
33  3 in   353  2
33  3 the   449  3
33  3 basement   753  8
33  3 questioned   560 10
33  3 the   504  3
33  3 shepherd.   697  9
33 16 The   338  3
33 16 painter   297  7
33 16 who   433  3
33 16 the   305  3
33 16 film   337  4
33 16 that   897  4
33 16 the   433  3
33 16 friend   488  6
33 16 had   465  3
33 16 liked   649  5
33 16 at  1505  2
33 16 the   321  3
33 16 festival   777  8
33 16 admired   440  7
33 16 the   360  3
33 16 poet.   385  5
33  7 The   266  3
33  7 pharmacist   257 10
33  7 who   337  3
33  7 the   297  3
33  7 optician   305  8
33  7 that   689  4
33  7 the   409  3
33  7 stranger   321  8
33  7 had   409  3
33  7 seen   337  4
33  7 in   377  2
33  7 the   377  3
33  7 shop   529  4
33  7 questioned   401 10
33  7 the   376  3
33  7 customer.   745  9
33  4 The   274  3
33  4 trader   329  6
33  4 who   337  3
33  4 the   353  3
33  4 computer   369  8
33  4 that   329  4
33  4 the   377  3
33  4 professor   337  9
33  4 had   345  3
33  4 hired   377  5
33  4 over   353  4
33  4 the   337  3
33  4 internet   313  8
33  4 annoyed   344  7
33  4 the   377  3
33  4 investor.   497  9
33 12 The   282  3
33 12 son   353  3
33 12 who   305  3
33 12 the   313  3
33 12 loudspeaker   361 11
33 12 that   297  4
33 12 the   337  3
33 12 teacher   313  7
33 12 had   361  3
33 12 seen   329  4
33 12 at   297  2
33 12 the   313  3
33 12 station   345  7
33 12 visited   337  7
33 12 the   305  3
33 12 grandfather.   761 12
33  1 The   258  3
33  1 carpenter   313  9
33  1 who   297  3
33  1 the   313  3
33  1 craftsman   305  9
33  1 that   289  4
33  1 the   289  3
33  1 peasant   297  7
33  1 had   689  3
33  1 carried  2849  7
33  1 to   537  2
33  1 the   353  3
33  1 bus-stop   329  8
33  1 had   376  3
33  1 hurt   329  4
33  1 yesterday   305  9
33  1 supervised  1536 10
33  1 the   360  3
33  1 apprentice.  1081 11
33 10 The   290  3
33 10 artist   329  6
33 10 who   311  3
33 10 the   313  3
33 10 computer   345  8
33 10 that  1057  4
33 10 the   393  3
33 10 guard   609  5
33 10 had   321  3
33 10 shouted_at  3816 10
33 10 in   848  2
33 10 the   657  3
33 10 corridor   473  8
33 10 had   889  3
33 10 annoyed   569  7
33 10 all_day  1857  7
33 10 instructed   464 10
33 10 the   401  3
33 10 newscaster.   873 11
33  6 The   266  3
33  6 saxophonist   521 11
33  6 who   306  3
33  6 the   328  3
33  6 baton   321  5
33  6 that   369  4
33  6 the   377  3
33  6 conductor  1857  9
33  6 had   416  3
33  6 brought_along  2424 13
33  6 to  1208  2
33  6 the   928  3
33  6 rehearsal   713  9
33  6 had   465  3
33  6 distracted   569 10
33  6 last_evening   672 12
33  6 thanked   672  7
33  6 the   305  3
33  6 violinist.   905 10
33 14 The   234  3
33 14 defence   233  7
33 14 who   561  3
33 14 the   337  3
33 14 knife   369  5
33 14 that   713  4
33 14 the   369  3
33 14 spy   305  3
33 14 had   369  3
33 14 looked_at   385  9
33 14 in   369  2
33 14 the   329  3
33 14 courtroom   289  9
33 14 had   537  3
33 14 surprised   361  9
33 14 yesterday   721  9
33 14 convinced  1112  9
33 14 the   353  3
33 14 judge.   409  6
33 11 The   274  3
33 11 clerk   273  5
33 11 who   329  3
33 11 the   273  3
33 11 bureaucrat   329 10
33 11 that   384  4
33 11 the   337  3
33 11 visitor   361  7
33 11 had   393  3
33 11 forgotten_about   456 15
33 11 at  2880  2
33 11 the   416  3
33 11 party   337  5
33 11 annoyed   513  7
33 11 the   377  3
33 11 neighbor.   585  9
33 15 The   514  3
33 15 cousin   409  6
33 15 who   313  3
33 15 the   337  3
33 15 brother   417  7
33 15 that   633  4
33 15 the   753  3
33 15 peasant   561  7
33 15 had   329  3
33 15 described   449  9
33 15 in  1497  2
33 15 great   737  5
33 15 detail   417  6
33 15 hated   417  5
33 15 the   441  3
33 15 uncle.   609  6
33 13 The   274  3
33 13 conductor   361  9
33 13 who   361  3
33 13 the   369  3
33 13 choirmaster   297 11
33 13 that   345  4
33 13 the   433  3
33 13 worker   377  6
33 13 had   353  3
33 13 ignored   401  7
33 13 during  2553  6
33 13 the   353  3
33 13 cleanup   441  7
33 13 had   521  3
33 13 hit   369  3
33 13 earlier_today   513 13
33 13 berated  1088  7
33 13 the   336  3
33 13 musician.   881  9
33  8 The   234  3
33  8 cleaner   313  7
33  8 who   313  3
33  8 the   305  3
33  8 ball   313  4
33  8 that   297  4
33  8 the   337  3
33  8 doctor   297  6
33  8 had   361  3
33  8 recognized   313 10
33  8 on   505  2
33  8 the   833  3
33  8 street   449  6
33  8 surprised   465  9
33  8 the   337  3
33  8 patient.   457  8
34 14 The   314  3
34 14 defence   401  7
34 14 who   577  3
34 14 the   360  3
34 14 prosecutor   593 10
34 14 that   984  4
34 14 the   409  3
34 14 spy   385  3
34 14 had   417  3
34 14 looked_at   488  9
34 14 in   385  2
34 14 the   297  3
34 14 courtroom   641  9
34 14 convinced   481  9
34 14 the   408  3
34 14 judge.   337  6
34  1 The   402  3
34  1 carpenter   569  9
34  1 who   369  3
34  1 the   417  3
34  1 pillar   793  6
34  1 that  1353  4
34  1 the  1249  3
34  1 peasant   697  7
34  1 had   456  3
34  1 carried   801  7
34  1 to   425  2
34  1 the   441  3
34  1 bus-stop   561  8
34  1 had   505  3
34  1 hurt  5225  4
34  1 yesterday  3000  9
34  1 supervised   631 10
34  1 the   417  3
34  1 apprentice.  1121 11
34 13 The   346  3
34 13 conductor  1241  9
34 13 who   352  3
34 13 the   313  3
34 13 sponge   689  6
34 13 that   561  4
34 13 the  2713  3
34 13 worker   648  6
34 13 had   409  3
34 13 ignored   481  7
34 13 during   409  6
34 13 the   393  3
34 13 cleanup   257  7
34 13 had   361  3
34 13 hit   337  3
34 13 earlier_today   721 13
34 13 berated  1472  7
34 13 the   400  3
34 13 musician.   417  9
34  9 The   234  3
34  9 dancer   353  6
34  9 who   345  3
34  9 the   361  3
34  9 shoe  1153  4
34  9 that  1393  4
34  9 the   825  3
34  9 bystander   736  9
34  9 had  1625  3
34  9 admired   385  7
34  9 at   481  2
34  9 the   337  3
34  9 concert   329  7
34  9 had   505  3
34  9 hurt  1329  4
34  9 yesterday   464  9
34  9 tipped   553  6
34  9 the  1081  3
34  9 doorman.   369  8
34  3 The   274  3
34  3 worker   537  6
34  3 who   585  3
34  3 the   729  3
34  3 bucket   881  6
34  3 that  1057  4
34  3 the   753  3
34  3 foreman   841  7
34  3 had  1161  3
34  3 looked_for  1264 10
34  3 in  1184  2
34  3 the  1921  3
34  3 basement   368  8
34  3 questioned   345 10
34  3 the   369  3
34  3 shepherd.   361  9
34  4 The   338  3
34  4 trader   305  6
34  4 who   369  3
34  4 the   513  3
34  4 businessman   705 11
34  4 that  1784  4
34  4 the  1520  3
34  4 professor  2088  9
34  4 had   376  3
34  4 hired   361  5
34  4 over   489  4
34  4 the   353  3
34  4 internet   409  8
34  4 had   401  3
34  4 confused   384  8
34  4 today   377  5
34  4 annoyed   369  7
34  4 the   352  3
34  4 investor.   625  9
34 15 The   474  3
34 15 cousin   537  6
34 15 who   385  3
34 15 the   513  3
34 15 diamond   857  7
34 15 that  3481  4
34 15 the   329  3
34 15 peasant   385  7
34 15 had   393  3
34 15 described   409  9
34 15 in   441  2
34 15 great   409  5
34 15 detail   425  6
34 15 hated   369  5
34 15 the   385  3
34 15 uncle.   329  6
34 11 The   434  3
34 11 clerk   513  5
34 11 who   409  3
34 11 the   545  3
34 11 walking_stick  1672 13
34 11 that  1392  4
34 11 the  1009  3
34 11 visitor   472  7
34 11 had  3768  3
34 11 forgotten_about   712 15
34 11 at   593  2
34 11 the   393  3
34 11 party   385  5
34 11 annoyed   480  7
34 11 the   353  3
34 11 neighbor.  1265  9
34  8 The   266  3
34  8 cleaner   633  7
34  8 who   529  3
34  8 the   761  3
34  8 janitor   433  7
34  8 that   585  4
34  8 the   649  3
34  8 doctor   425  6
34  8 had   449  3
34  8 recognized   865 10
34  8 on   401  2
34  8 the   297  3
34  8 street   433  6
34  8 had   361  3
34  8 hurt   321  4
34  8 last_week   393  9
34  8 surprised  1376  9
34  8 the   688  3
34  8 patient.  1057  8
34 12 The   226  3
34 12 son   498  3
34 12 who   305  3
34 12 the   337  3
34 12 father   321  6
34 12 that   337  4
34 12 the   529  3
34 12 teacher   321  7
34 12 had   345  3
34 12 seen   361  4
34 12 at   337  2
34 12 the   265  3
34 12 station   257  7
34 12 had   393  3
34 12 disturbed   281  9
34 12 today   289  5
34 12 visited   327  7
34 12 the   321  3
34 12 grandfather.   705 12
34 10 The   266  3
34 10 artist   297  6
34 10 who   921  3
34 10 the   361  3
34 10 sportsman   489  9
34 10 that   392  4
34 10 the   537  3
34 10 guard   585  5
34 10 had   545  3
34 10 shouted_at   640 10
34 10 in   369  2
34 10 the   297  3
34 10 corridor   353  8
34 10 instructed   432 10
34 10 the   329  3
34 10 newscaster.   441 11
34 16 The   266  3
34 16 painter   321  7
34 16 who   305  3
34 16 the   409  3
34 16 musician   353  8
34 16 that   313  4
34 16 the   385  3
34 16 friend   481  6
34 16 had   449  3
34 16 liked   545  5
34 16 at   321  2
34 16 the   313  3
34 16 festival   553  8
34 16 had   729  3
34 16 disturbed   401  9
34 16 that_day   449  8
34 16 admired   609  7
34 16 the   385  3
34 16 poet.   793  5
34  5 The   250  3
34  5 painter   249  7
34  5 who   377  3
34  5 the   321  3
34  5 hut   345  3
34  5 that  1345  4
34  5 the   409  3
34  5 father   449  6
34  5 had   737  3
34  5 missed   457  6
34  5 by   457  2
34  5 sheer   353  5
34  5 accident   609  8
34  5 had   393  3
34  5 sheltered  1257  9
34  5 that_summer  1496 11
34  5 cooked_for   496 10
34  5 the   497  3
34  5 artist.   417  7
34  2 The   250  3
34  2 mother   289  6
34  2 who   281  3
34  2 the   353  3
34  2 daughter   385  8
34  2 that   289  4
34  2 the   481  3
34  2 sister   329  6
34  2 had   377  3
34  2 found   321  5
34  2 in   441  2
34  2 the   337  3
34  2 room   289  4
34  2 greeted   561  7
34  2 the   361  3
34  2 grandmother.   505 12
34  6 The   250  3
34  6 saxophonist   281 11
34  6 who   433  3
34  6 the   297  3
34  6 trumpeter   345  9
34  6 that   305  4
34  6 the   345  3
34  6 conductor   601  9
34  6 had   473  3
34  6 brought_along   529 13
34  6 to   313  2
34  6 the   289  3
34  6 rehearsal   337  9
34  6 thanked   329  7
34  6 the   313  3
34  6 violinist.   313 10
34  7 The   322  3
34  7 pharmacist   313 10
34  7 who   361  3
34  7 the   297  3
34  7 button   281  6
34  7 that   761  4
34  7 the   385  3
34  7 stranger   521  8
34  7 had   409  3
34  7 seen   321  4
34  7 in   329  2
34  7 the   305  3
34  7 shop   297  4
34  7 questioned   505 10
34  7 the   345  3
34  7 customer.   641  9
35  8 The   266  3
35  8 cleaner   161  7
35  8 who   297  3
35  8 the   257  3
35  8 ball   585  4
35  8 that   377  4
35  8 the   425  3
35  8 doctor   513  6
35  8 had   392  3
35  8 recognized   361 10
35  8 on   401  2
35  8 the   321  3
35  8 street   353  6
35  8 had   361  3
35  8 hurt   329  4
35  8 last_week   401  9
35  8 surprised   393  9
35  8 the   377  3
35  8 patient.   241  8
35  7 The   369  3
35  7 pharmacist   273 10
35  7 who   305  3
35  7 the   281  3
35  7 optician   313  8
35  7 that   313  4
35  7 the   545  3
35  7 stranger   369  8
35  7 had   409  3
35  7 seen   329  4
35  7 in   433  2
35  7 the   345  3
35  7 shop   329  4
35  7 had   513  3
35  7 troubled   361  8
35  7 this_afternoon   416 14
35  7 questioned   448 10
35  7 the   368  3
35  7 customer.   425  9
35 15 The   266  3
35 15 cousin   217  6
35 15 who   521  3
35 15 the   417  3
35 15 brother   393  7
35 15 that   457  4
35 15 the   385  3
35 15 peasant  1489  7
35 15 had   457  3
35 15 described   416  9
