sub;item;trial;cond (for coding purposes in column G);resp (1 = yes, 2 = no);Q answer time;"correct/inc (1 = N1 interpretation for ambiguous RC questions and correct answers for unambiguous questions, 2 = N2 interpretation for ambiguous RC questions and incorrect responses for unambiguous RC questionsl; 3 = correct when answering superficial questions, 4 = incorrect supercifical answer)";qtype (1 = detailed questions, 2 = superficial questions, 3 = occasional superficial questions);amb (1 = ambiguous, 2 = N1 attachment, 3 = N2 attachment);qtype2 (1 = question about N1, 2 = question about N2);the;n1;of ;the ;n2;who;sub verb;reflexive;region9;matrix verb;w11;w12;w13;w14;w15;w16;w17;w18
86;24;80;5;1;661;3;3;3;1;366;392;280;299;432;615;651;253;1032;378;343;509;;;;;;
86;25;107;6;2;1895;3;3;3;2;307;291;277;229;253;315;283;270;1159;375;317;277;645;;;;;
86;26;95;6;1;1067;4;3;3;2;308;316;292;279;311;263;308;260;644;307;299;345;422;;;;;
86;27;108;6;1;377;4;3;3;2;257;303;276;284;359;479;463;300;2187;385;398;350;342;379;;;;
86;28;139;6;1;423;4;3;3;2;261;274;306;271;279;279;271;287;1016;406;241;332;310;;;;;
86;29;49;6;1;439;4;3;3;2;375;349;341;530;733;810;373;456;741;273;321;268;276;452;;;;
86;30;68;6;1;478;4;3;3;2;268;300;282;228;260;458;302;251;865;278;398;278;310;;;;;
86;31;137;1;1;533;3;3;1;1;295;324;351;1927;1504;374;535;273;1325;561;459;617;;;;;;
86;32;120;1;1;403;3;3;1;1;278;270;238;262;283;285;312;272;802;285;264;269;421;347;;;;
86;33;47;1;1;491;3;3;1;1;313;377;407;266;311;311;962;324;539;383;307;547;307;;;;;
86;34;12;1;1;584;3;3;1;1;392;440;363;350;454;547;387;467;1332;458;448;418;;;;;;
86;35;30;1;1;879;3;3;1;1;282;269;301;250;277;461;604;304;1029;333;336;381;305;;;;;
86;36;10;1;1;343;3;3;1;1;277;461;338;344;605;400;344;404;1069;314;338;303;444;;;;;
87;1;58;3;1;2458;3;3;2;1;179;200;211;206;231;207;226;258;726;229;229;221;;;;;;
87;2;95;3;1;544;3;3;2;1;186;199;239;215;197;205;183;205;723;282;245;256;445;;;;;
87;3;113;3;1;334;3;3;2;1;215;196;236;220;201;244;207;282;1079;254;243;382;259;233;257;390;;
87;4;17;3;1;467;3;3;2;1;484;463;493;534;668;396;468;500;971;350;406;361;444;662;;;;
87;5;81;3;1;915;3;3;2;1;196;180;449;188;212;231;303;300;777;279;239;231;223;236;;;;
87;6;131;3;1;230;3;3;2;1;195;195;243;230;198;230;222;227;227;235;211;214;355;371;;;;
87;7;69;4;1;732;4;3;2;2;349;373;215;197;189;197;237;565;1504;447;321;404;351;1023;;;;
87;8;126;4;1;334;4;3;2;2;247;297;215;244;223;228;372;471;848;323;798;366;265;;;;;
87;9;49;4;1;374;4;3;2;2;409;572;430;622;524;694;508;628;2041;328;307;323;310;;;;;
87;10;141;4;1;346;4;3;2;2;245;336;237;253;211;269;197;269;514;232;223;253;247;354;;;;
87;11;122;4;1;494;4;3;2;2;223;332;295;236;252;342;986;222;658;203;222;283;;;;;;
87;12;139;4;1;558;4;3;2;2;380;481;364;543;380;537;327;337;867;391;494;763;;;;;;
87;13;66;5;1;1813;3;3;3;1;179;200;178;183;173;170;213;186;593;213;327;226;335;;;;;
87;14;8;5;1;395;3;3;3;1;357;341;354;346;350;998;606;609;989;396;460;377;703;;;;;
87;15;85;5;1;380;3;3;3;1;354;258;335;220;234;761;291;782;983;214;364;374;668;;;;;
87;16;19;5;1;609;3;3;3;1;365;992;384;1013;904;692;903;548;1612;396;356;332;311;311;886;;;
87;17;64;5;1;355;3;3;3;1;211;254;204;190;222;228;212;230;508;230;214;356;308;436;;;;
87;18;99;5;1;367;3;3;3;1;238;349;485;319;279;319;319;599;755;218;496;309;629;325;359;;;
87;19;129;6;1;303;4;3;3;2;290;317;253;247;290;309;309;373;569;213;231;224;253;351;;;;
87;20;79;6;1;410;4;3;3;2;206;249;244;190;206;200;763;301;1502;384;406;288;227;179;264;222;515;
87;21;83;6;1;423;4;3;3;2;219;240;187;179;192;208;707;315;497;216;493;234;226;418;;;;
87;22;90;6;1;354;4;3;3;2;406;424;429;325;400;323;317;373;1033;285;416;358;462;586;;;;
87;23;144;6;1;386;4;3;3;2;481;355;291;262;291;254;227;267;1354;395;251;454;;;;;;
87;24;87;6;1;384;4;3;3;2;174;187;378;167;194;202;667;357;996;304;309;613;;;;;;
87;25;71;1;1;1773;3;3;1;1;166;161;148;172;158;182;164;182;1012;332;286;337;349;;;;;
87;26;46;1;1;334;3;3;1;1;223;268;491;286;337;286;233;281;776;244;526;313;337;;;;;
87;27;110;1;1;355;3;3;1;1;675;363;454;356;244;270;518;341;1701;339;360;275;299;368;;;;
87;28;2;1;1;538;3;3;1;1;443;598;453;610;1125;408;546;1299;2004;1180;354;506;887;;;;;
87;29;119;1;1;522;3;3;1;1;267;259;296;221;251;189;245;256;517;216;221;203;190;214;;;;
87;30;11;1;1;371;3;3;1;1;326;417;382;252;342;348;364;871;985;334;355;323;614;;;;;
87;31;62;2;1;356;4;3;1;2;293;367;314;226;202;197;359;389;1250;516;444;343;;;;;;
87;32;107;2;1;602;4;3;1;2;301;467;235;195;203;213;227;227;766;224;246;304;238;294;;;;
87;33;14;2;1;551;4;3;1;2;526;1008;451;422;1346;754;1756;1828;771;402;324;431;759;;;;;
87;34;60;2;1;406;4;3;1;2;214;187;187;163;158;166;169;172;570;164;198;470;;;;;;
87;35;115;2;1;325;4;3;1;2;197;221;259;216;197;245;488;222;665;229;269;221;410;;;;;
87;36;124;2;1;365;4;3;1;2;275;251;213;203;213;219;366;279;694;223;229;309;589;;;;;
88;1;89;4;2;2582;3;3;2;2;261;266;250;261;274;258;279;271;864;248;250;533;;;;;;
88;2;118;4;2;1072;3;3;2;2;310;342;299;281;275;283;278;294;819;277;269;269;365;;;;;
88;3;138;4;2;1481;3;3;2;2;263;236;261;250;261;290;277;261;816;263;285;287;274;274;282;421;;
88;4;49;4;2;1878;3;3;2;2;624;421;385;375;412;375;364;327;936;274;362;284;271;399;;;;
88;5;101;4;2;1434;3;3;2;2;248;283;277;285;360;291;293;299;579;294;290;325;279;367;;;;
88;6;28;4;2;2060;3;3;2;2;368;610;445;296;333;458;407;402;364;311;319;447;298;335;;;;
88;7;44;5;2;1883;4;3;3;1;263;380;434;250;972;391;310;326;1038;324;302;708;324;902;;;;
88;8;46;5;1;1139;3;3;3;1;338;424;956;604;623;396;468;428;1507;396;444;302;395;;;;;
88;9;63;5;1;1739;3;3;3;1;265;366;305;318;382;372;398;326;1027;284;245;344;333;;;;;
88;10;75;5;2;1427;4;3;3;1;220;257;246;249;244;246;248;243;493;267;251;245;272;528;;;;
88;11;9;5;1;1608;3;3;3;1;267;315;331;310;662;299;1433;294;921;304;349;605;;;;;;
88;12;26;5;1;1448;3;3;3;1;324;286;297;262;372;342;348;316;714;318;310;446;;;;;;
88;13;84;6;2;2125;3;3;3;2;238;246;241;259;257;262;268;260;841;286;616;277;589;;;;;
88;14;129;6;2;2057;3;3;3;2;301;274;298;287;610;301;305;271;544;263;292;279;607;;;;;
88;15;111;6;2;1127;3;3;3;2;237;253;279;239;256;333;295;245;1014;255;260;257;311;;;;;
88;16;132;6;1;1702;4;3;3;2;263;269;253;298;263;261;258;239;837;254;268;260;489;252;2911;;;
88;17;30;6;2;1604;3;3;3;2;341;570;565;360;330;365;368;506;701;272;296;444;543;1228;;;;
88;18;68;6;1;5745;4;3;3;2;264;317;285;320;270;519;287;273;799;247;250;244;495;268;700;;;
88;19;34;1;1;2600;3;3;1;1;364;382;396;324;342;380;345;374;667;347;339;416;366;472;;;;
88;20;127;1;1;901;3;3;1;1;223;332;279;262;243;262;243;318;1492;382;275;283;358;278;254;259;297;
88;21;12;1;1;1340;3;3;1;1;333;314;362;301;474;954;490;245;731;501;275;394;282;396;;;;
88;22;136;1;1;846;3;3;1;1;292;279;263;244;262;299;297;246;770;273;257;326;281;483;;;;
88;23;42;1;1;1080;3;3;1;1;278;318;510;342;428;396;732;350;1535;309;382;739;;;;;;
88;24;121;1;2;779;4;3;1;1;233;282;299;289;275;283;586;283;852;262;267;475;;;;;;
88;25;108;2;2;902;3;3;1;2;327;345;351;287;321;324;311;279;1145;297;526;281;323;;;;;
88;26;95;2;2;1137;3;3;1;2;306;343;589;421;754;402;317;293;661;320;400;671;567;;;;;
88;27;125;2;2;1050;3;3;1;2;286;321;259;313;297;326;257;301;2809;379;392;1000;619;600;;;;
88;28;59;2;2;1121;3;3;1;2;597;788;388;292;287;290;484;271;895;295;396;276;500;;;;;
88;29;40;2;2;1520;3;3;1;2;291;358;334;307;347;379;280;307;651;335;309;309;277;405;;;;
88;30;36;2;2;1817;3;3;1;2;260;450;316;340;930;308;404;359;802;361;340;337;606;;;;;
88;31;16;3;2;5073;4;3;2;1;278;670;351;366;368;427;5078;880;1562;467;323;661;;;;;;
88;32;32;3;1;1122;3;3;2;1;283;382;379;384;734;387;435;547;1969;362;301;338;360;439;;;;
88;33;14;3;1;1791;3;3;2;1;299;528;339;384;1278;478;1133;693;834;389;325;360;512;;;;;
88;34;61;3;1;1026;3;3;2;1;232;264;262;283;254;267;339;296;859;285;303;701;;;;;;
88;35;71;3;1;1808;3;3;2;1;404;1367;418;230;214;435;489;241;852;308;284;278;286;;;;;
88;36;123;3;1;1252;3;3;2;1;322;365;311;295;317;325;1253;247;804;263;252;263;276;;;;;
89;1;83;5;1;4847;3;3;3;1;311;264;285;256;253;274;274;466;980;336;301;626;;;;;;
89;2;127;5;1;456;3;3;3;1;196;244;278;246;208;283;229;237;706;293;235;363;525;;;;;
89;3;32;5;1;452;3;3;3;1;603;573;394;402;429;389;413;362;1360;360;440;391;367;394;370;396;;
89;4;10;5;1;566;3;3;3;1;653;463;452;479;543;524;607;450;1503;405;430;422;404;390;;;;
89;5;65;5;1;451;3;3;3;1;270;214;196;428;260;313;241;235;675;350;246;200;515;387;;;;
89;6;140;5;1;472;3;3;3;1;235;227;219;209;211;206;185;638;238;246;489;259;656;365;;;;
89;7;86;6;1;594;4;3;3;2;280;288;322;261;346;344;308;364;968;364;343;348;324;407;;;;
89;8;119;6;1;425;4;3;3;2;356;372;455;364;431;359;439;647;857;382;427;611;406;;;;;
89;9;142;6;1;404;4;3;3;2;215;213;232;224;221;210;237;228;865;239;223;340;409;;;;;
89;10;71;6;1;505;4;3;3;2;367;1026;246;201;236;460;233;297;428;686;305;318;262;340;;;;
89;11;123;6;1;406;4;3;3;2;260;240;227;227;203;189;799;211;661;213;403;478;;;;;;
89;12;27;6;1;460;4;3;3;2;354;314;402;285;663;613;950;534;672;468;444;383;;;;;;
89;13;136;1;1;1685;3;3;1;1;284;214;220;241;220;240;219;224;719;395;427;347;291;;;;;
89;14;30;1;1;476;3;3;1;1;402;388;348;444;455;429;413;439;851;492;438;374;348;;;;;
89;15;108;1;1;442;3;3;1;1;340;473;424;1517;581;363;694;403;1426;338;351;495;381;;;;;
89;16;63;1;1;666;3;3;1;1;248;210;229;205;200;200;200;226;836;199;359;631;391;343;260;;;
89;17;131;1;1;507;3;3;1;1;251;238;230;222;228;212;230;246;543;277;341;323;253;;;;;
89;18;1;1;1;624;3;3;1;1;618;551;614;628;556;388;492;391;1114;343;356;380;337;374;419;;;
89;19;138;2;1;431;4;3;1;2;240;224;197;197;212;191;199;215;416;209;380;233;321;364;;;;
89;20;117;2;1;459;4;3;1;2;324;295;532;462;371;454;283;294;1907;353;713;417;374;315;331;341;427;
89;21;125;2;1;439;4;3;1;2;237;213;231;215;212;239;247;233;456;231;223;412;295;332;;;;
89;22;111;2;1;443;4;3;1;2;305;342;340;353;377;302;444;518;1138;325;424;373;291;414;;;;
89;23;144;2;1;429;4;3;1;2;214;171;198;198;222;371;254;211;1517;286;320;283;;;;;;
89;24;95;2;1;502;4;3;1;2;466;399;359;455;348;395;719;427;1155;422;332;678;;;;;;
89;25;121;3;1;1628;3;3;2;1;246;439;250;253;266;514;314;498;1454;584;325;352;416;;;;;
89;26;44;3;1;542;3;3;2;1;543;645;398;462;476;500;441;420;895;446;441;436;451;;;;;
89;27;13;3;1;487;3;3;2;1;394;402;421;514;450;421;449;468;2780;455;436;460;417;399;;;;
89;28;34;3;1;472;3;3;2;1;454;683;374;331;382;435;331;526;2192;386;330;365;352;;;;;
89;29;39;3;1;400;3;3;2;1;350;398;334;372;438;862;508;836;859;353;304;526;320;379;;;;
89;30;93;3;1;526;3;3;2;1;388;412;366;376;373;339;368;355;841;430;438;358;430;;;;;
89;31;49;4;1;567;4;3;2;2;269;220;266;210;260;234;572;236;1142;335;396;324;;;;;;
89;32;20;4;1;453;4;3;2;2;482;485;552;616;493;403;413;1303;1477;407;394;402;413;343;;;;
89;33;129;4;1;457;4;3;2;2;253;210;221;258;216;213;612;205;616;284;303;276;500;;;;;
89;34;75;4;1;507;4;3;2;2;292;358;326;281;292;342;300;337;1685;340;344;381;;;;;;
89;35;3;4;1;487;4;3;2;2;671;839;559;679;535;476;952;414;1263;415;460;393;345;;;;;
89;36;113;4;1;444;4;3;2;2;349;357;365;328;433;361;445;385;1164;452;407;370;396;;;;;
90;1;53;6;2;3115;3;3;3;2;302;393;276;306;478;330;360;273;992;330;401;372;;;;;;
90;2;57;6;1;420;4;3;3;2;287;436;286;227;459;321;233;324;2145;268;342;286;429;;;;;
90;3;132;6;1;317;4;3;3;2;307;308;294;321;253;295;295;279;872;275;275;298;290;239;293;348;;
90;4;87;6;1;293;4;3;3;2;256;329;239;249;229;384;354;287;1074;232;394;285;359;781;;;;
90;5;18;6;1;303;4;3;3;2;328;623;293;434;656;518;361;301;886;325;427;329;389;551;;;;
90;6;47;6;1;404;4;3;3;2;348;390;381;361;332;525;396;429;482;375;756;367;278;538;;;;
90;7;43;1;1;442;3;3;1;1;311;375;373;325;456;570;521;392;1234;450;562;323;416;540;;;;
90;8;16;1;1;308;3;3;1;1;339;701;251;293;443;395;450;459;559;392;557;336;316;;;;;
90;9;66;1;1;301;3;3;1;1;271;313;265;261;317;338;299;251;810;249;287;369;370;;;;;
90;10;100;1;1;342;3;3;1;1;296;396;321;471;352;336;327;368;682;312;355;338;219;360;;;;
90;11;134;1;1;388;3;3;1;1;350;293;285;275;267;289;1065;295;863;321;273;404;;;;;;
90;12;68;1;1;467;3;3;1;1;283;355;267;298;301;312;292;725;848;310;304;284;;;;;;
90;13;138;2;2;1127;3;3;1;2;286;278;288;289;301;275;324;267;951;297;367;246;299;;;;;
90;14;124;2;1;403;4;3;1;2;281;302;476;275;278;298;302;264;560;247;278;301;261;;;;;
90;15;5;2;1;429;4;3;1;2;264;484;375;327;878;399;561;505;1969;792;705;277;688;;;;;
90;16;114;2;1;455;4;3;1;2;276;267;307;278;290;353;308;306;825;321;283;335;246;249;321;;;
90;17;41;2;1;367;4;3;1;2;619;444;522;416;377;487;501;472;1026;450;491;482;615;;;;;
90;18;92;2;1;332;4;3;1;2;310;291;252;296;338;288;401;311;870;287;337;471;272;243;496;;;
90;19;55;3;1;337;3;3;2;1;275;407;338;360;281;375;255;306;668;302;272;334;327;308;;;;
90;20;94;3;1;309;3;3;2;1;381;344;255;264;286;298;361;261;1830;307;406;348;309;291;233;388;376;
90;21;96;3;1;488;3;3;2;1;373;244;266;279;270;314;298;276;619;286;298;322;393;406;;;;
90;22;1;3;1;615;3;3;2;1;32;1166;346;37;1061;643;1246;589;2230;705;430;449;311;411;;;;
90;23;31;3;1;497;3;3;2;1;496;571;453;663;476;507;441;643;2406;393;404;335;;;;;;
90;24;12;3;1;421;3;3;2;1;267;439;278;312;735;334;803;509;1108;595;406;390;;;;;;
90;25;22;4;1;332;4;3;2;2;565;475;567;890;304;424;639;347;1929;462;347;328;341;;;;;
90;26;76;4;1;359;4;3;2;2;354;287;286;289;320;302;593;276;568;250;273;393;356;;;;;
90;27;3;4;1;430;4;3;2;2;537;212;521;581;565;476;487;441;3147;624;808;802;413;513;;;;
90;28;49;4;1;395;4;3;2;2;336;519;284;290;683;327;537;308;2387;472;260;304;416;;;;;
90;29;140;4;1;399;4;3;2;2;293;304;245;269;289;320;304;295;575;270;261;262;264;337;;;;
90;30;14;4;1;397;4;3;2;2;365;406;820;280;473;333;424;370;819;562;514;546;265;;;;;
90;31;102;5;1;567;3;3;3;1;316;364;305;307;760;373;573;562;1218;325;352;336;;;;;;
90;32;39;5;1;383;3;3;3;1;411;524;356;378;498;441;643;717;1304;686;421;389;536;413;;;;
90;33;10;5;1;503;3;3;3;1;359;699;249;292;407;464;1461;772;855;246;547;258;656;;;;;
90;34;98;5;1;458;3;3;3;1;319;293;258;290;320;502;325;316;878;241;303;356;;;;;;
90;35;70;5;1;362;3;3;3;1;318;577;301;270;393;595;709;330;993;379;270;289;323;;;;;
90;36;60;5;1;390;3;3;3;1;315;299;298;372;396;385;391;310;954;418;335;286;571;;;;;
91;1;43;1;2;2468;2;1;1;1;282;273;314;275;287;281;281;322;902;282;311;465;;;;;;
91;2;32;1;2;2281;2;1;1;1;341;428;346;305;373;332;311;384;1052;300;351;484;388;;;;;
91;3;66;1;1;1525;1;1;1;1;268;283;282;244;264;265;368;782;863;733;261;277;308;492;262;1020;;
91;4;24;1;2;1825;2;1;1;1;299;270;310;284;293;267;278;360;1158;165;651;342;305;375;;;;
91;5;108;1;2;938;2;1;1;1;275;267;329;232;393;266;428;270;545;256;418;380;387;1261;;;;
91;6;93;1;1;2667;1;1;1;1;279;251;233;255;216;218;247;230;555;436;450;494;718;556;;;;
91;7;102;2;2;3761;2;1;1;2;249;200;224;194;295;218;430;261;980;220;192;224;264;236;;;;
91;8;35;2;2;4126;2;1;1;2;347;290;311;253;305;287;297;310;1008;358;378;372;598;;;;;
91;9;100;2;2;6071;2;1;1;2;314;314;336;246;278;311;394;359;976;256;247;279;692;;;;;
91;10;132;2;2;3004;2;1;1;2;201;375;216;236;229;239;233;244;441;257;441;204;183;175;;;;
91;11;61;2;1;1298;1;1;1;2;393;285;323;246;327;299;1162;270;699;265;429;563;;;;;;
91;12;117;2;2;2155;2;1;1;2;227;256;238;242;233;232;259;700;494;296;235;570;;;;;;
91;13;6;3;1;4469;3;1;2;1;309;915;526;397;620;412;675;488;1230;368;610;353;1209;;;;;
91;14;78;3;2;4129;4;1;2;1;270;242;383;436;480;675;518;464;737;378;320;332;404;;;;;
91;15;98;3;1;4220;3;1;2;1;443;274;204;295;308;471;304;314;1364;328;430;291;494;;;;;
91;16;50;3;2;1624;4;1;2;1;296;257;259;281;383;203;395;325;944;249;236;278;380;259;424;;;
91;17;104;3;2;1913;4;1;2;1;219;213;375;218;238;239;242;642;728;323;255;447;258;592;;;;
91;18;119;3;1;2483;3;1;2;1;247;270;303;224;267;429;271;281;1441;547;463;481;343;225;399;;;
91;19;38;4;2;2253;3;1;2;2;353;275;378;288;350;282;275;296;1082;401;326;299;290;441;;;;
91;20;76;4;2;1705;3;1;2;2;303;244;296;671;340;283;485;267;2267;494;448;399;414;435;408;402;736;
91;21;19;4;2;1741;3;1;2;2;386;310;388;322;494;409;459;482;610;277;336;328;293;412;;;;
91;22;58;4;2;1963;3;1;2;2;334;325;358;269;416;413;325;444;999;316;381;412;636;649;;;;
91;23;52;4;2;1153;3;1;2;2;282;215;264;246;241;280;260;262;1298;240;314;496;;;;;;
91;24;91;4;1;2025;4;1;2;2;216;328;248;242;221;274;664;230;759;328;380;503;;;;;;
91;25;69;5;2;1181;3;1;3;1;447;420;386;266;589;443;314;345;1189;497;369;429;465;;;;;
91;26;80;5;2;1572;3;1;3;1;323;305;396;320;250;265;305;247;556;292;293;498;390;;;;;
91;27;17;5;2;1598;3;1;3;1;264;589;540;714;446;400;481;343;1750;271;313;375;326;529;;;;
91;28;72;5;2;1468;3;1;3;1;291;293;326;281;300;415;254;545;982;306;367;478;663;;;;;
91;29;64;5;2;1300;3;1;3;1;349;553;798;360;402;384;439;358;1159;358;341;383;291;751;;;;
91;30;143;5;2;1354;3;1;3;1;283;335;427;370;424;395;247;340;828;319;309;383;538;;;;;
91;31;95;6;2;7107;4;1;3;2;316;308;252;273;354;557;7115;380;1220;247;458;582;;;;;;
91;32;20;6;1;1733;3;1;3;2;317;318;320;283;325;357;328;278;899;307;256;319;340;2151;;;;
91;33;9;6;1;2530;3;1;3;2;761;534;428;299;269;302;747;345;568;281;302;435;426;;;;;
91;34;106;6;1;1682;3;1;3;2;267;281;253;247;224;207;218;230;674;215;236;732;;;;;;
91;35;28;6;1;2754;3;1;3;2;333;279;371;332;334;402;628;334;1004;389;442;324;317;;;;;
91;36;82;6;1;1434;3;1;3;2;266;250;239;242;245;236;1435;431;841;238;253;292;537;;;;;
92;1;75;2;2;3246;2;1;1;2;293;346;223;218;248;229;340;223;716;228;228;339;;;;;;
92;2;17;2;1;1721;1;1;1;2;317;251;234;200;185;431;665;646;625;200;201;452;303;;;;;
92;3;73;2;2;1940;2;1;1;2;218;301;212;251;211;214;235;840;969;237;266;229;241;246;200;344;;
92;4;99;2;2;1224;2;1;1;2;266;417;278;259;231;232;434;217;863;332;258;365;226;229;;;;
92;5;1;2;1;1626;1;1;1;2;186;178;194;200;289;269;493;183;457;196;207;366;258;430;;;;
92;6;67;2;2;1970;2;1;1;2;161;275;195;229;187;223;197;240;463;203;314;206;238;348;;;;
92;7;50;3;2;2345;4;1;2;1;294;186;220;189;228;333;211;183;611;360;349;221;252;804;;;;
92;8;26;3;1;1970;3;1;2;1;397;217;229;237;189;483;274;404;532;269;461;220;353;;;;;
92;9;59;3;1;1017;3;1;2;1;206;209;261;183;191;243;192;206;689;232;311;221;394;;;;;
92;10;121;3;1;1256;3;1;2;1;267;200;180;503;174;206;960;220;941;421;332;323;312;597;;;;
92;11;106;3;2;2036;4;1;2;1;612;162;304;226;600;260;1390;189;1485;249;352;753;;;;;;
92;12;137;3;1;1100;3;1;2;1;217;226;228;197;200;187;476;286;529;292;175;175;;;;;;
92;13;143;4;2;1322;3;1;2;2;174;166;226;348;220;191;211;203;570;237;362;171;343;;;;;
92;14;83;4;1;2265;4;1;2;2;195;245;307;229;241;331;625;209;537;369;243;252;244;;;;;
92;15;104;4;1;2370;4;1;2;2;192;254;245;237;399;339;263;255;1208;203;594;209;308;;;;;
92;16;101;4;2;1300;3;1;2;2;369;1527;187;309;189;295;184;454;1169;251;262;206;346;340;491;;;
92;17;71;4;1;1520;4;1;2;2;363;172;205;243;215;258;489;607;744;226;308;240;232;595;;;;
92;18;57;4;2;1546;3;1;2;2;317;218;314;200;172;324;636;369;802;359;194;214;236;226;379;;;
92;19;6;5;2;2944;3;1;3;1;232;212;343;195;184;186;607;198;370;201;241;364;273;504;;;;
92;20;11;5;2;1934;3;1;3;1;341;151;221;201;235;189;203;546;1626;203;303;180;189;189;346;198;332;
92;21;54;5;2;1576;3;1;3;1;249;502;172;225;186;188;218;399;750;263;285;215;244;429;;;;
92;22;95;5;2;1082;3;1;3;1;186;249;229;240;211;204;204;356;656;212;223;204;195;283;;;;
92;23;28;5;2;1823;3;1;3;1;250;351;192;184;186;335;558;238;1268;229;226;266;;;;;;
92;24;78;5;2;1804;3;1;3;1;235;234;225;217;169;168;842;205;750;263;242;404;;;;;;
92;25;69;6;1;1506;3;1;3;2;200;220;191;212;223;224;377;218;992;234;235;186;206;;;;;
92;26;15;6;1;2080;3;1;3;2;198;489;209;240;192;383;235;434;653;178;592;221;244;;;;;
92;27;116;6;1;1209;3;1;3;2;217;392;226;275;266;197;214;195;988;246;247;257;281;372;;;;
92;28;30;6;1;1741;3;1;3;2;278;252;403;235;235;1291;230;533;1332;200;350;272;754;;;;;
92;29;8;6;1;1621;3;1;3;2;353;223;354;215;187;205;246;329;962;223;304;215;255;378;;;;
92;30;39;6;1;1985;3;1;3;2;312;383;268;217;197;549;502;183;546;418;278;300;392;;;;;
92;31;118;1;1;1578;1;1;1;1;200;203;181;182;183;206;1580;170;954;198;681;203;;;;;;
92;32;3;1;2;2816;2;1;1;1;310;170;392;224;215;567;315;197;635;190;200;220;311;464;;;;
92;33;130;1;2;2606;2;1;1;1;172;215;226;205;177;231;537;183;384;208;198;230;380;;;;;
92;34;86;1;1;1850;1;1;1;1;258;371;279;231;218;186;847;200;605;205;245;197;;;;;;
92;35;20;1;2;1851;2;1;1;1;212;374;515;258;354;712;481;243;1337;339;313;192;855;;;;;
92;36;114;1;1;1207;1;1;1;1;155;408;178;228;200;785;1208;229;834;366;317;228;274;;;;;
93;1;81;3;2;5631;4;1;2;1;417;470;403;484;519;471;485;437;1553;479;621;1168;;;;;;
93;2;40;3;1;2508;3;1;2;1;307;418;379;345;405;467;498;423;4140;395;613;420;916;;;;;
93;3;34;3;1;1957;3;1;2;1;377;502;476;409;340;562;505;427;1472;426;720;673;1611;324;477;408;;
93;4;98;3;2;5226;4;1;2;1;307;239;251;222;253;236;246;398;1778;411;797;408;411;687;;;;
93;5;64;3;1;4583;3;1;2;1;1106;2128;518;321;856;428;469;461;893;482;607;476;349;1597;;;;
93;6;48;3;2;3851;4;1;2;1;414;529;731;302;326;386;337;1076;679;388;420;604;427;1032;;;;
93;7;52;4;2;3044;3;1;2;2;337;326;339;313;314;345;358;349;1100;418;321;673;434;477;;;;
93;8;91;4;2;3861;3;1;2;2;551;463;436;377;983;516;873;1047;1460;539;613;528;1888;;;;;
93;9;62;4;2;1711;3;1;2;2;1220;675;547;479;845;497;400;372;1530;502;596;449;700;;;;;
93;10;106;4;2;2175;3;1;2;2;361;465;381;377;360;415;349;348;1119;2821;488;366;298;522;;;;
93;11;128;4;2;2431;3;1;2;2;409;483;615;559;442;385;1688;307;1104;338;358;1158;;;;;;
93;12;72;4;2;2299;3;1;2;2;309;332;535;286;306;1316;520;440;1151;678;684;2098;;;;;;
93;13;101;5;2;3036;3;1;3;1;346;902;355;298;582;341;525;397;1283;419;471;578;436;;;;;
93;14;36;5;2;1961;3;1;3;1;300;1754;512;396;657;621;555;446;911;612;526;460;662;;;;;
93;15;20;5;2;1782;3;1;3;1;458;652;523;457;2035;508;423;533;1956;755;418;440;592;;;;;
93;16;1;5;1;10727;4;1;3;1;373;534;497;449;602;876;1341;535;1505;594;375;699;473;295;898;;;
93;17;7;5;2;5203;3;1;3;1;451;783;556;406;499;1114;525;731;1058;678;570;1157;789;1900;;;;
93;18;14;5;2;1663;3;1;3;1;377;389;562;334;546;1133;655;495;2331;511;629;525;499;581;906;;;
93;19;94;6;1;2794;3;1;3;2;352;384;728;743;1582;686;442;292;590;247;882;315;247;377;;;;
93;20;10;6;1;5132;3;1;3;2;455;536;398;353;383;626;658;2619;2867;807;892;1098;479;371;332;455;978;
93;21;141;6;1;2406;3;1;3;2;544;530;361;355;366;340;411;525;971;1572;1420;516;416;444;;;;
93;22;31;6;2;5299;4;1;3;2;429;643;414;368;390;422;434;476;1647;740;472;474;376;369;;;;
93;23;117;6;2;2112;4;1;3;2;463;586;1083;816;1191;981;324;658;1696;377;384;970;;;;;;
93;24;58;6;2;6589;4;1;3;2;315;279;363;494;193;1494;816;346;1083;247;519;715;;;;;;
93;25;66;1;2;6209;2;1;1;1;362;505;417;380;1005;658;392;312;1642;446;427;351;955;;;;;
93;26;122;1;2;2178;2;1;1;1;752;1168;1077;712;745;428;351;494;624;503;2717;1659;743;;;;;
93;27;132;1;2;2076;2;1;1;1;415;390;469;172;426;420;582;619;2737;371;374;541;309;533;;;;
93;28;38;1;1;3315;1;1;1;1;469;496;474;338;1017;486;406;432;3315;570;531;403;727;;;;;
93;29;50;1;1;7385;1;1;1;1;407;611;644;900;400;452;665;618;693;504;398;411;423;434;;;;
93;30;22;1;1;3514;1;1;1;1;438;514;463;446;2658;760;1086;539;1146;579;459;443;898;;;;;
