sub,itemType,item,cond,pos,posW,ansKey,rt,isCorrect,relabelpos,CL ,CUE
42,e5,1,b,4,记者,-,426,1,5,CL,noCUE
22,e5,1,b,4,记者,-,460,1,5,CL,noCUE
38,e5,1,b,4,记者,-,534,1,5,CL,noCUE
46,e5,1,b,4,记者,-,562,1,5,CL,noCUE
18,e5,1,b,4,记者,-,578,1,5,CL,noCUE
34,e5,1,b,4,记者,-,619,1,5,CL,noCUE
50,e5,1,b,4,记者,-,696,1,5,CL,noCUE
13,e5,2,b,4,间谍,-,233,1,5,CL,noCUE
29,e5,2,b,4,间谍,-,251,1,5,CL,noCUE
53,e5,2,b,4,间谍,-,276,1,5,CL,noCUE
5,e5,2,b,4,间谍,-,383,1,5,CL,noCUE
21,e5,2,b,4,间谍,-,415,1,5,CL,noCUE
9,e5,2,b,4,间谍,-,523,1,5,CL,noCUE
49,e5,2,b,4,间谍,-,523,1,5,CL,noCUE
37,e5,2,b,4,间谍,-,529,1,5,CL,noCUE
41,e5,2,b,4,间谍,-,550,1,5,CL,noCUE
57,e5,2,b,4,间谍,-,627,1,5,CL,noCUE
17,e5,2,b,4,间谍,-,699,1,5,CL,noCUE
33,e5,2,b,4,间谍,-,783,1,5,CL,noCUE
45,e5,2,b,4,间谍,-,913,1,5,CL,noCUE
25,e5,2,b,4,间谍,-,2226,1,5,CL,noCUE
40,e5,3,b,4,伤员,-,226,1,5,CL,noCUE
56,e5,3,b,4,伤员,-,247,1,5,CL,noCUE
28,e5,3,b,4,伤员,-,254,1,5,CL,noCUE
20,e5,3,b,4,伤员,-,288,1,5,CL,noCUE
4,e5,3,b,4,伤员,-,297,1,5,CL,noCUE
48,e5,3,b,4,伤员,-,313,1,5,CL,noCUE
16,e5,3,b,4,伤员,-,321,1,5,CL,noCUE
60,e5,3,b,4,伤员,-,367,1,5,CL,noCUE
12,e5,3,b,4,伤员,-,390,1,5,CL,noCUE
8,e5,3,b,4,伤员,-,457,1,5,CL,noCUE
36,e5,3,b,4,伤员,-,490,1,5,CL,noCUE
52,e5,3,b,4,伤员,-,500,1,5,CL,noCUE
44,e5,3,b,4,伤员,-,595,1,5,CL,noCUE
32,e5,3,b,4,伤员,-,939,1,5,CL,noCUE
24,e5,3,b,4,伤员,-,950,1,5,CL,noCUE
19,e5,4,b,4,少年,-,291,1,5,CL,noCUE
59,e5,4,b,4,少年,-,309,1,5,CL,noCUE
23,e5,4,b,4,少年,-,311,1,5,CL,noCUE
43,e5,4,b,4,少年,-,374,1,5,CL,noCUE
3,e5,4,b,4,少年,-,379,1,5,CL,noCUE
15,e5,4,b,4,少年,-,388,1,5,CL,noCUE
35,e5,4,b,4,少年,-,435,1,5,CL,noCUE
55,e5,4,b,4,少年,-,448,1,5,CL,noCUE
27,e5,4,b,4,少年,-,479,1,5,CL,noCUE
39,e5,4,b,4,少年,-,485,1,5,CL,noCUE
51,e5,4,b,4,少年,-,520,1,5,CL,noCUE
7,e5,4,b,4,少年,-,567,1,5,CL,noCUE
47,e5,4,b,4,少年,-,1393,1,5,CL,noCUE
31,e5,4,b,4,少年,-,1670,1,5,CL,noCUE
26,e5,5,b,4,总裁,-,210,1,5,CL,noCUE
58,e5,5,b,4,总裁,-,325,1,5,CL,noCUE
18,e5,5,b,4,总裁,-,342,1,5,CL,noCUE
22,e5,5,b,4,总裁,-,343,1,5,CL,noCUE
14,e5,5,b,4,总裁,-,351,1,5,CL,noCUE
6,e5,5,b,4,总裁,-,352,1,5,CL,noCUE
38,e5,5,b,4,总裁,-,394,1,5,CL,noCUE
34,e5,5,b,4,总裁,-,413,1,5,CL,noCUE
54,e5,5,b,4,总裁,-,422,1,5,CL,noCUE
30,e5,5,b,4,总裁,-,434,1,5,CL,noCUE
2,e5,5,b,4,总裁,-,473,1,5,CL,noCUE
10,e5,5,b,4,总裁,-,597,1,5,CL,noCUE
42,e5,5,b,4,总裁,-,712,1,5,CL,noCUE
50,e5,5,b,4,总裁,-,791,1,5,CL,noCUE
46,e5,5,b,4,总裁,-,973,1,5,CL,noCUE
29,e5,6,b,4,促销员,-,271,1,5,CL,noCUE
45,e5,6,b,4,促销员,-,302,1,5,CL,noCUE
41,e5,6,b,4,促销员,-,314,1,5,CL,noCUE
13,e5,6,b,4,促销员,-,456,1,5,CL,noCUE
17,e5,6,b,4,促销员,-,493,1,5,CL,noCUE
9,e5,6,b,4,促销员,-,496,1,5,CL,noCUE
37,e5,6,b,4,促销员,-,523,1,5,CL,noCUE
49,e5,6,b,4,促销员,-,534,1,5,CL,noCUE
53,e5,6,b,4,促销员,-,541,1,5,CL,noCUE
25,e5,6,b,4,促销员,-,563,1,5,CL,noCUE
5,e5,6,b,4,促销员,-,588,1,5,CL,noCUE
33,e5,6,b,4,促销员,-,589,1,5,CL,noCUE
21,e5,6,b,4,促销员,-,724,1,5,CL,noCUE
57,e5,6,b,4,促销员,-,839,1,5,CL,noCUE
56,e5,7,b,4,艺术家,-,243,1,5,CL,noCUE
40,e5,7,b,4,艺术家,-,252,1,5,CL,noCUE
60,e5,7,b,4,艺术家,-,283,1,5,CL,noCUE
8,e5,7,b,4,艺术家,-,284,1,5,CL,noCUE
48,e5,7,b,4,艺术家,-,294,1,5,CL,noCUE
4,e5,7,b,4,艺术家,-,329,1,5,CL,noCUE
16,e5,7,b,4,艺术家,-,335,1,5,CL,noCUE
20,e5,7,b,4,艺术家,-,345,1,5,CL,noCUE
24,e5,7,b,4,艺术家,-,462,1,5,CL,noCUE
36,e5,7,b,4,艺术家,-,507,1,5,CL,noCUE
44,e5,7,b,4,艺术家,-,523,2,5,CL,noCUE
12,e5,7,b,4,艺术家,-,545,1,5,CL,noCUE
52,e5,7,b,4,艺术家,-,548,1,5,CL,noCUE
32,e5,7,b,4,艺术家,-,1704,1,5,CL,noCUE
28,e5,7,b,4,艺术家,-,2221,1,5,CL,noCUE
19,e5,8,b,4,女主持,-,338,1,5,CL,noCUE
23,e5,8,b,4,女主持,-,343,1,5,CL,noCUE
27,e5,8,b,4,女主持,-,362,1,5,CL,noCUE
43,e5,8,b,4,女主持,-,390,1,5,CL,noCUE
15,e5,8,b,4,女主持,-,396,1,5,CL,noCUE
51,e5,8,b,4,女主持,-,427,1,5,CL,noCUE
59,e5,8,b,4,女主持,-,494,1,5,CL,noCUE
3,e5,8,b,4,女主持,-,505,1,5,CL,noCUE
35,e5,8,b,4,女主持,-,508,1,5,CL,noCUE
7,e5,8,b,4,女主持,-,592,1,5,CL,noCUE
39,e5,8,b,4,女主持,-,605,1,5,CL,noCUE
47,e5,8,b,4,女主持,-,645,1,5,CL,noCUE
55,e5,8,b,4,女主持,-,944,1,5,CL,noCUE
31,e5,8,b,4,女主持,-,1692,1,5,CL,noCUE
30,e5,9,b,4,候选人,-,248,1,5,CL,noCUE
58,e5,9,b,4,候选人,-,287,1,5,CL,noCUE
18,e5,9,b,4,候选人,-,304,1,5,CL,noCUE
10,e5,9,b,4,候选人,-,350,1,5,CL,noCUE
14,e5,9,b,4,候选人,-,398,1,5,CL,noCUE
2,e5,9,b,4,候选人,-,409,1,5,CL,noCUE
42,e5,9,b,4,候选人,-,410,2,5,CL,noCUE
54,e5,9,b,4,候选人,-,446,1,5,CL,noCUE
6,e5,9,b,4,候选人,-,460,1,5,CL,noCUE
38,e5,9,b,4,候选人,-,463,1,5,CL,noCUE
22,e5,9,b,4,候选人,-,545,1,5,CL,noCUE
46,e5,9,b,4,候选人,-,595,1,5,CL,noCUE
34,e5,9,b,4,候选人,-,746,1,5,CL,noCUE
50,e5,9,b,4,候选人,-,858,1,5,CL,noCUE
26,e5,9,b,4,候选人,-,888,1,5,CL,noCUE
29,e5,10,b,4,贪官,-,285,2,5,CL,noCUE
53,e5,10,b,4,贪官,-,307,1,5,CL,noCUE
49,e5,10,b,4,贪官,-,310,1,5,CL,noCUE
45,e5,10,b,4,贪官,-,329,1,5,CL,noCUE
21,e5,10,b,4,贪官,-,369,1,5,CL,noCUE
33,e5,10,b,4,贪官,-,463,1,5,CL,noCUE
5,e5,10,b,4,贪官,-,467,1,5,CL,noCUE
37,e5,10,b,4,贪官,-,488,1,5,CL,noCUE
17,e5,10,b,4,贪官,-,580,1,5,CL,noCUE
9,e5,10,b,4,贪官,-,969,1,5,CL,noCUE
41,e5,10,b,4,贪官,-,1017,1,5,CL,noCUE
57,e5,10,b,4,贪官,-,1578,1,5,CL,noCUE
13,e5,10,b,4,贪官,-,1612,1,5,CL,noCUE
25,e5,10,b,4,贪官,-,1705,1,5,CL,noCUE
12,e5,11,b,4,明星,-,205,1,5,CL,noCUE
40,e5,11,b,4,明星,-,211,2,5,CL,noCUE
56,e5,11,b,4,明星,-,218,2,5,CL,noCUE
20,e5,11,b,4,明星,-,291,1,5,CL,noCUE
16,e5,11,b,4,明星,-,297,1,5,CL,noCUE
60,e5,11,b,4,明星,-,308,1,5,CL,noCUE
48,e5,11,b,4,明星,-,417,2,5,CL,noCUE
8,e5,11,b,4,明星,-,429,2,5,CL,noCUE
4,e5,11,b,4,明星,-,497,2,5,CL,noCUE
24,e5,11,b,4,明星,-,499,1,5,CL,noCUE
52,e5,11,b,4,明星,-,533,1,5,CL,noCUE
44,e5,11,b,4,明星,-,600,2,5,CL,noCUE
32,e5,11,b,4,明星,-,982,2,5,CL,noCUE
36,e5,11,b,4,明星,-,1033,2,5,CL,noCUE
28,e5,11,b,4,明星,-,2165,1,5,CL,noCUE
19,e5,12,b,4,抗议者,-,263,1,5,CL,noCUE
27,e5,12,b,4,抗议者,-,301,1,5,CL,noCUE
15,e5,12,b,4,抗议者,-,303,1,5,CL,noCUE
3,e5,12,b,4,抗议者,-,305,1,5,CL,noCUE
59,e5,12,b,4,抗议者,-,305,1,5,CL,noCUE
35,e5,12,b,4,抗议者,-,325,1,5,CL,noCUE
55,e5,12,b,4,抗议者,-,331,1,5,CL,noCUE
43,e5,12,b,4,抗议者,-,358,1,5,CL,noCUE
51,e5,12,b,4,抗议者,-,391,1,5,CL,noCUE
47,e5,12,b,4,抗议者,-,430,1,5,CL,noCUE
23,e5,12,b,4,抗议者,-,504,1,5,CL,noCUE
39,e5,12,b,4,抗议者,-,515,1,5,CL,noCUE
7,e5,12,b,4,抗议者,-,613,1,5,CL,noCUE
31,e5,12,b,4,抗议者,-,739,1,5,CL,noCUE
2,e5,13,b,4,要犯,-,260,1,5,CL,noCUE
14,e5,13,b,4,要犯,-,330,1,5,CL,noCUE
30,e5,13,b,4,要犯,-,331,1,5,CL,noCUE
18,e5,13,b,4,要犯,-,346,1,5,CL,noCUE
26,e5,13,b,4,要犯,-,403,1,5,CL,noCUE
38,e5,13,b,4,要犯,-,416,1,5,CL,noCUE
10,e5,13,b,4,要犯,-,454,1,5,CL,noCUE
46,e5,13,b,4,要犯,-,458,1,5,CL,noCUE
34,e5,13,b,4,要犯,-,476,1,5,CL,noCUE
54,e5,13,b,4,要犯,-,523,1,5,CL,noCUE
50,e5,13,b,4,要犯,-,528,1,5,CL,noCUE
42,e5,13,b,4,要犯,-,569,1,5,CL,noCUE
58,e5,13,b,4,要犯,-,660,1,5,CL,noCUE
6,e5,13,b,4,要犯,-,777,1,5,CL,noCUE
22,e5,13,b,4,要犯,-,962,1,5,CL,noCUE
29,e5,14,b,4,新娘,-,228,1,5,CL,noCUE
49,e5,14,b,4,新娘,-,342,1,5,CL,noCUE
53,e5,14,b,4,新娘,-,366,1,5,CL,noCUE
45,e5,14,b,4,新娘,-,421,1,5,CL,noCUE
33,e5,14,b,4,新娘,-,427,1,5,CL,noCUE
13,e5,14,b,4,新娘,-,434,1,5,CL,noCUE
5,e5,14,b,4,新娘,-,461,1,5,CL,noCUE
17,e5,14,b,4,新娘,-,503,1,5,CL,noCUE
41,e5,14,b,4,新娘,-,517,1,5,CL,noCUE
37,e5,14,b,4,新娘,-,579,1,5,CL,noCUE
9,e5,14,b,4,新娘,-,617,1,5,CL,noCUE
21,e5,14,b,4,新娘,-,938,1,5,CL,noCUE
25,e5,14,b,4,新娘,-,968,1,5,CL,noCUE
57,e5,14,b,4,新娘,-,1540,1,5,CL,noCUE
40,e5,15,b,4,歹徒,-,231,1,5,CL,noCUE
56,e5,15,b,4,歹徒,-,234,1,5,CL,noCUE
16,e5,15,b,4,歹徒,-,258,1,5,CL,noCUE
4,e5,15,b,4,歹徒,-,349,1,5,CL,noCUE
12,e5,15,b,4,歹徒,-,391,1,5,CL,noCUE
60,e5,15,b,4,歹徒,-,397,1,5,CL,noCUE
8,e5,15,b,4,歹徒,-,398,1,5,CL,noCUE
20,e5,15,b,4,歹徒,-,440,1,5,CL,noCUE
36,e5,15,b,4,歹徒,-,473,2,5,CL,noCUE
52,e5,15,b,4,歹徒,-,525,1,5,CL,noCUE
48,e5,15,b,4,歹徒,-,567,1,5,CL,noCUE
32,e5,15,b,4,歹徒,-,753,1,5,CL,noCUE
24,e5,15,b,4,歹徒,-,820,1,5,CL,noCUE
44,e5,15,b,4,歹徒,-,1184,1,5,CL,noCUE
28,e5,15,b,4,歹徒,-,1540,1,5,CL,noCUE
19,e5,16,b,4,总统,-,292,1,5,CL,noCUE
35,e5,16,b,4,总统,-,306,1,5,CL,noCUE
15,e5,16,b,4,总统,-,338,1,5,CL,noCUE
43,e5,16,b,4,总统,-,344,2,5,CL,noCUE
55,e5,16,b,4,总统,-,365,1,5,CL,noCUE
59,e5,16,b,4,总统,-,367,1,5,CL,noCUE
3,e5,16,b,4,总统,-,384,1,5,CL,noCUE
39,e5,16,b,4,总统,-,464,1,5,CL,noCUE
23,e5,16,b,4,总统,-,476,1,5,CL,noCUE
47,e5,16,b,4,总统,-,536,1,5,CL,noCUE
27,e5,16,b,4,总统,-,634,1,5,CL,noCUE
51,e5,16,b,4,总统,-,704,1,5,CL,noCUE
7,e5,16,b,4,总统,-,772,1,5,CL,noCUE
31,e5,16,b,4,总统,-,2494,1,5,CL,noCUE
26,e5,17,b,4,律师,-,214,1,5,CL,noCUE
14,e5,17,b,4,律师,-,295,1,5,CL,noCUE
6,e5,17,b,4,律师,-,307,1,5,CL,noCUE
54,e5,17,b,4,律师,-,344,1,5,CL,noCUE
22,e5,17,b,4,律师,-,413,1,5,CL,noCUE
2,e5,17,b,4,律师,-,442,1,5,CL,noCUE
46,e5,17,b,4,律师,-,459,1,5,CL,noCUE
38,e5,17,b,4,律师,-,465,1,5,CL,noCUE
58,e5,17,b,4,律师,-,543,1,5,CL,noCUE
50,e5,17,b,4,律师,-,581,1,5,CL,noCUE
10,e5,17,b,4,律师,-,638,1,5,CL,noCUE
18,e5,17,b,4,律师,-,887,1,5,CL,noCUE
42,e5,17,b,4,律师,-,892,1,5,CL,noCUE
30,e5,17,b,4,律师,-,1016,1,5,CL,noCUE
34,e5,17,b,4,律师,-,1058,1,5,CL,noCUE
29,e5,18,b,4,教授,-,293,1,5,CL,noCUE
53,e5,18,b,4,教授,-,306,1,5,CL,noCUE
17,e5,18,b,4,教授,-,359,1,5,CL,noCUE
45,e5,18,b,4,教授,-,370,1,5,CL,noCUE
49,e5,18,b,4,教授,-,378,1,5,CL,noCUE
5,e5,18,b,4,教授,-,392,1,5,CL,noCUE
41,e5,18,b,4,教授,-,396,1,5,CL,noCUE
21,e5,18,b,4,教授,-,456,1,5,CL,noCUE
9,e5,18,b,4,教授,-,505,1,5,CL,noCUE
13,e5,18,b,4,教授,-,559,2,5,CL,noCUE
37,e5,18,b,4,教授,-,569,1,5,CL,noCUE
33,e5,18,b,4,教授,-,689,1,5,CL,noCUE
57,e5,18,b,4,教授,-,1123,1,5,CL,noCUE
25,e5,18,b,4,教授,-,1705,1,5,CL,noCUE
40,e5,19,b,4,神枪手,-,256,1,5,CL,noCUE
60,e5,19,b,4,神枪手,-,292,2,5,CL,noCUE
56,e5,19,b,4,神枪手,-,297,1,5,CL,noCUE
16,e5,19,b,4,神枪手,-,311,1,5,CL,noCUE
4,e5,19,b,4,神枪手,-,332,1,5,CL,noCUE
12,e5,19,b,4,神枪手,-,369,1,5,CL,noCUE
52,e5,19,b,4,神枪手,-,440,1,5,CL,noCUE
36,e5,19,b,4,神枪手,-,557,1,5,CL,noCUE
48,e5,19,b,4,神枪手,-,598,1,5,CL,noCUE
28,e5,19,b,4,神枪手,-,601,1,5,CL,noCUE
8,e5,19,b,4,神枪手,-,1314,1,5,CL,noCUE
24,e5,19,b,4,神枪手,-,1433,1,5,CL,noCUE
44,e5,19,b,4,神枪手,-,1459,1,5,CL,noCUE
20,e5,19,b,4,神枪手,-,1498,1,5,CL,noCUE
32,e5,19,b,4,神枪手,-,4962,1,5,CL,noCUE
43,e5,20,b,4,特种兵,-,282,1,5,CL,noCUE
19,e5,20,b,4,特种兵,-,284,1,5,CL,noCUE
59,e5,20,b,4,特种兵,-,288,1,5,CL,noCUE
27,e5,20,b,4,特种兵,-,339,1,5,CL,noCUE
51,e5,20,b,4,特种兵,-,362,1,5,CL,noCUE
15,e5,20,b,4,特种兵,-,394,1,5,CL,noCUE
35,e5,20,b,4,特种兵,-,444,1,5,CL,noCUE
55,e5,20,b,4,特种兵,-,558,2,5,CL,noCUE
3,e5,20,b,4,特种兵,-,600,1,5,CL,noCUE
23,e5,20,b,4,特种兵,-,627,1,5,CL,noCUE
39,e5,20,b,4,特种兵,-,762,1,5,CL,noCUE
7,e5,20,b,4,特种兵,-,1125,1,5,CL,noCUE
47,e5,20,b,4,特种兵,-,1282,2,5,CL,noCUE
31,e5,20,b,4,特种兵,-,1399,1,5,CL,noCUE
2,e5,21,b,4,监听人员,-,255,1,5,CL,noCUE
26,e5,21,b,4,监听人员,-,337,1,5,CL,noCUE
54,e5,21,b,4,监听人员,-,349,1,5,CL,noCUE
14,e5,21,b,4,监听人员,-,402,1,5,CL,noCUE
58,e5,21,b,4,监听人员,-,425,1,5,CL,noCUE
10,e5,21,b,4,监听人员,-,436,1,5,CL,noCUE
34,e5,21,b,4,监听人员,-,441,1,5,CL,noCUE
22,e5,21,b,4,监听人员,-,472,1,5,CL,noCUE
30,e5,21,b,4,监听人员,-,494,1,5,CL,noCUE
18,e5,21,b,4,监听人员,-,519,1,5,CL,noCUE
42,e5,21,b,4,监听人员,-,575,1,5,CL,noCUE
6,e5,21,b,4,监听人员,-,794,1,5,CL,noCUE
46,e5,21,b,4,监听人员,-,813,2,5,CL,noCUE
38,e5,21,b,4,监听人员,-,1207,1,5,CL,noCUE
50,e5,21,b,4,监听人员,-,1313,1,5,CL,noCUE
29,e5,22,b,4,捕捞员,-,262,1,5,CL,noCUE
13,e5,22,b,4,捕捞员,-,359,1,5,CL,noCUE
21,e5,22,b,4,捕捞员,-,428,1,5,CL,noCUE
17,e5,22,b,4,捕捞员,-,519,1,5,CL,noCUE
5,e5,22,b,4,捕捞员,-,528,1,5,CL,noCUE
53,e5,22,b,4,捕捞员,-,674,1,5,CL,noCUE
45,e5,22,b,4,捕捞员,-,682,1,5,CL,noCUE
41,e5,22,b,4,捕捞员,-,796,1,5,CL,noCUE
33,e5,22,b,4,捕捞员,-,914,1,5,CL,noCUE
25,e5,22,b,4,捕捞员,-,982,1,5,CL,noCUE
57,e5,22,b,4,捕捞员,-,1142,1,5,CL,noCUE
37,e5,22,b,4,捕捞员,-,1159,1,5,CL,noCUE
49,e5,22,b,4,捕捞员,-,1223,1,5,CL,noCUE
9,e5,22,b,4,捕捞员,-,2321,1,5,CL,noCUE
40,e5,23,b,4,奸商,-,204,1,5,CL,noCUE
20,e5,23,b,4,奸商,-,245,1,5,CL,noCUE
56,e5,23,b,4,奸商,-,251,1,5,CL,noCUE
4,e5,23,b,4,奸商,-,334,1,5,CL,noCUE
16,e5,23,b,4,奸商,-,337,1,5,CL,noCUE
12,e5,23,b,4,奸商,-,338,1,5,CL,noCUE
60,e5,23,b,4,奸商,-,354,2,5,CL,noCUE
48,e5,23,b,4,奸商,-,371,1,5,CL,noCUE
8,e5,23,b,4,奸商,-,396,2,5,CL,noCUE
32,e5,23,b,4,奸商,-,699,1,5,CL,noCUE
24,e5,23,b,4,奸商,-,823,1,5,CL,noCUE
28,e5,23,b,4,奸商,-,1060,1,5,CL,noCUE
52,e5,23,b,4,奸商,-,1376,1,5,CL,noCUE
36,e5,23,b,4,奸商,-,1716,1,5,CL,noCUE
44,e5,23,b,4,奸商,-,2592,1,5,CL,noCUE
15,e5,24,b,4,小男孩,-,205,1,5,CL,noCUE
59,e5,24,b,4,小男孩,-,257,1,5,CL,noCUE
19,e5,24,b,4,小男孩,-,317,1,5,CL,noCUE
55,e5,24,b,4,小男孩,-,338,1,5,CL,noCUE
39,e5,24,b,4,小男孩,-,360,1,5,CL,noCUE
3,e5,24,b,4,小男孩,-,387,1,5,CL,noCUE
51,e5,24,b,4,小男孩,-,455,1,5,CL,noCUE
7,e5,24,b,4,小男孩,-,458,1,5,CL,noCUE
35,e5,24,b,4,小男孩,-,552,1,5,CL,noCUE
47,e5,24,b,4,小男孩,-,604,1,5,CL,noCUE
23,e5,24,b,4,小男孩,-,788,1,5,CL,noCUE
27,e5,24,b,4,小男孩,-,893,1,5,CL,noCUE
43,e5,24,b,4,小男孩,-,1237,1,5,CL,noCUE
31,e5,24,b,4,小男孩,-,1351,1,5,CL,noCUE
43,e5,1,c,4,记者,-,147,1,5,noCL,CUE
35,e5,1,c,4,记者,-,261,1,5,noCL,CUE
55,e5,1,c,4,记者,-,276,1,5,noCL,CUE
59,e5,1,c,4,记者,-,281,1,5,noCL,CUE
15,e5,1,c,4,记者,-,301,1,5,noCL,CUE
19,e5,1,c,4,记者,-,301,1,5,noCL,CUE
27,e5,1,c,4,记者,-,301,1,5,noCL,CUE
7,e5,1,c,4,记者,-,403,1,5,noCL,CUE
39,e5,1,c,4,记者,-,463,1,5,noCL,CUE
51,e5,1,c,4,记者,-,542,1,5,noCL,CUE
23,e5,1,c,4,记者,-,582,1,5,noCL,CUE
3,e5,1,c,4,记者,-,631,1,5,noCL,CUE
47,e5,1,c,4,记者,-,675,1,5,noCL,CUE
31,e5,1,c,4,记者,-,681,1,5,noCL,CUE
30,e5,2,c,4,间谍,-,216,1,5,noCL,CUE
18,e5,2,c,4,间谍,-,280,1,5,noCL,CUE
2,e5,2,c,4,间谍,-,292,2,5,noCL,CUE
58,e5,2,c,4,间谍,-,298,1,5,noCL,CUE
26,e5,2,c,4,间谍,-,320,1,5,noCL,CUE
14,e5,2,c,4,间谍,-,348,1,5,noCL,CUE
54,e5,2,c,4,间谍,-,362,1,5,noCL,CUE
22,e5,2,c,4,间谍,-,412,1,5,noCL,CUE
6,e5,2,c,4,间谍,-,423,1,5,noCL,CUE
42,e5,2,c,4,间谍,-,454,2,5,noCL,CUE
50,e5,2,c,4,间谍,-,477,1,5,noCL,CUE
10,e5,2,c,4,间谍,-,546,1,5,noCL,CUE
34,e5,2,c,4,间谍,-,607,2,5,noCL,CUE
46,e5,2,c,4,间谍,-,814,1,5,noCL,CUE
38,e5,2,c,4,间谍,-,4026,1,5,noCL,CUE
29,e5,3,c,4,伤员,-,233,1,5,noCL,CUE
41,e5,3,c,4,伤员,-,260,1,5,noCL,CUE
5,e5,3,c,4,伤员,-,310,1,5,noCL,CUE
53,e5,3,c,4,伤员,-,314,1,5,noCL,CUE
45,e5,3,c,4,伤员,-,347,1,5,noCL,CUE
13,e5,3,c,4,伤员,-,381,1,5,noCL,CUE
33,e5,3,c,4,伤员,-,391,1,5,noCL,CUE
21,e5,3,c,4,伤员,-,412,1,5,noCL,CUE
49,e5,3,c,4,伤员,-,420,1,5,noCL,CUE
25,e5,3,c,4,伤员,-,468,1,5,noCL,CUE
37,e5,3,c,4,伤员,-,633,1,5,noCL,CUE
17,e5,3,c,4,伤员,-,776,1,5,noCL,CUE
9,e5,3,c,4,伤员,-,917,1,5,noCL,CUE
57,e5,3,c,4,伤员,-,1090,1,5,noCL,CUE
40,e5,4,c,4,少年,-,235,1,5,noCL,CUE
20,e5,4,c,4,少年,-,257,1,5,noCL,CUE
8,e5,4,c,4,少年,-,337,1,5,noCL,CUE
56,e5,4,c,4,少年,-,350,1,5,noCL,CUE
16,e5,4,c,4,少年,-,373,1,5,noCL,CUE
4,e5,4,c,4,少年,-,382,1,5,noCL,CUE
60,e5,4,c,4,少年,-,385,2,5,noCL,CUE
12,e5,4,c,4,少年,-,410,1,5,noCL,CUE
48,e5,4,c,4,少年,-,417,1,5,noCL,CUE
28,e5,4,c,4,少年,-,447,1,5,noCL,CUE
52,e5,4,c,4,少年,-,484,1,5,noCL,CUE
36,e5,4,c,4,少年,-,531,1,5,noCL,CUE
44,e5,4,c,4,少年,-,598,1,5,noCL,CUE
24,e5,4,c,4,少年,-,654,1,5,noCL,CUE
32,e5,4,c,4,少年,-,774,1,5,noCL,CUE
35,e5,5,c,4,总裁,-,192,1,5,noCL,CUE
43,e5,5,c,4,总裁,-,277,1,5,noCL,CUE
55,e5,5,c,4,总裁,-,302,1,5,noCL,CUE
59,e5,5,c,4,总裁,-,362,1,5,noCL,CUE
19,e5,5,c,4,总裁,-,407,1,5,noCL,CUE
27,e5,5,c,4,总裁,-,407,1,5,noCL,CUE
3,e5,5,c,4,总裁,-,422,1,5,noCL,CUE
47,e5,5,c,4,总裁,-,424,1,5,noCL,CUE
39,e5,5,c,4,总裁,-,459,1,5,noCL,CUE
51,e5,5,c,4,总裁,-,459,1,5,noCL,CUE
15,e5,5,c,4,总裁,-,640,1,5,noCL,CUE
31,e5,5,c,4,总裁,-,718,1,5,noCL,CUE
7,e5,5,c,4,总裁,-,747,1,5,noCL,CUE
23,e5,5,c,4,总裁,-,896,1,5,noCL,CUE
30,e5,6,c,4,促销员,-,199,1,5,noCL,CUE
42,e5,6,c,4,促销员,-,285,1,5,noCL,CUE
58,e5,6,c,4,促销员,-,289,1,5,noCL,CUE
18,e5,6,c,4,促销员,-,296,1,5,noCL,CUE
22,e5,6,c,4,促销员,-,324,1,5,noCL,CUE
6,e5,6,c,4,促销员,-,329,1,5,noCL,CUE
46,e5,6,c,4,促销员,-,367,1,5,noCL,CUE
54,e5,6,c,4,促销员,-,372,1,5,noCL,CUE
34,e5,6,c,4,促销员,-,377,2,5,noCL,CUE
14,e5,6,c,4,促销员,-,424,1,5,noCL,CUE
10,e5,6,c,4,促销员,-,487,1,5,noCL,CUE
50,e5,6,c,4,促销员,-,509,1,5,noCL,CUE
2,e5,6,c,4,促销员,-,769,1,5,noCL,CUE
38,e5,6,c,4,促销员,-,891,1,5,noCL,CUE
26,e5,6,c,4,促销员,-,3360,1,5,noCL,CUE
29,e5,7,c,4,艺术家,-,213,1,5,noCL,CUE
13,e5,7,c,4,艺术家,-,260,1,5,noCL,CUE
41,e5,7,c,4,艺术家,-,278,1,5,noCL,CUE
5,e5,7,c,4,艺术家,-,303,1,5,noCL,CUE
53,e5,7,c,4,艺术家,-,338,1,5,noCL,CUE
49,e5,7,c,4,艺术家,-,387,1,5,noCL,CUE
37,e5,7,c,4,艺术家,-,414,1,5,noCL,CUE
21,e5,7,c,4,艺术家,-,525,1,5,noCL,CUE
57,e5,7,c,4,艺术家,-,549,1,5,noCL,CUE
17,e5,7,c,4,艺术家,-,566,1,5,noCL,CUE
9,e5,7,c,4,艺术家,-,578,1,5,noCL,CUE
45,e5,7,c,4,艺术家,-,668,1,5,noCL,CUE
33,e5,7,c,4,艺术家,-,819,1,5,noCL,CUE
25,e5,7,c,4,艺术家,-,953,1,5,noCL,CUE
40,e5,8,c,4,女主持,-,220,1,5,noCL,CUE
56,e5,8,c,4,女主持,-,277,1,5,noCL,CUE
60,e5,8,c,4,女主持,-,290,2,5,noCL,CUE
4,e5,8,c,4,女主持,-,337,1,5,noCL,CUE
20,e5,8,c,4,女主持,-,342,1,5,noCL,CUE
12,e5,8,c,4,女主持,-,436,1,5,noCL,CUE
